"Category,Item number,Barcode,Description,Proof,Bottle size (ml),Case quantity,Bottle price,Case price,TPR,Bailment Number"
"American Cordials & Liqueur,77779,721059811750,Wild Turkey American Honey,71,""1,750"",6.00,29.25,175.50,No,619"
"American Cordials & Liqueur,77776,721059817509,Wild Turkey American Honey,71,750,12.00,15.75,189.00,No,619"
"American Cordials & Liqueur,975094,855037005739,Very Berry Raspberry Liqueur,38,375,12.00,13.50,162.00,No,306"
"American Cordials & Liqueur,80015,856881004404,Blue Chair Bay Key Lime Rum Cream,30,750,12.00,14.13,169.56,No,305"
"American Cordials & Liqueur,80004,856881004565,Blue Chair Bay Pineapple Rum Cream,30,750,12.00,14.13,169.56,No,305"
"American Cordials & Liqueur,557,857359008122,Tippy Cow 50ml Sampler,28,400,15.00,6.00,90.00,No,305"
"American Cordials & Liqueur,74772,859824001508,Howdys Apple Pie,40,750,6.00,13.34,80.04,No,125"
"American Cordials & Liqueur,73063,890355001513,RumChata Limon,28,750,12,19.5,234,No,305"
"American Cordials & Liqueur,77730,896459002050,Travis Hasse's Cow Pie,30,750,6,11.91,71.46,No,305"
"American Cordials & Liqueur,72434,855037005050,Big Peach Liqueur,40,375,12.00,13.64,163.68,No,306"
"American Distilled Spirit Specialty,27439,609788231097,Tim Smiths Climax Moonshine,90,750,6.00,24.00,144.00,No,208"
"American Distilled Spirit Specialty,997880,810735015848,American Barrels Kentucky Bourbon Whiskey,86,750,6.00,21.51,129.06,No,459"
"American Distilled Spirit Specialty,77805,854781004531,Saints N Sinners Apple Pie,24,750,12.00,12.00,144.00,No,154"
"American Distilled Spirit Specialty,78115,854781004616,Saints ''n Sinners Mini,24,50,8.00,12.57,100.56,No,154"
"American Distilled Spirit Specialty,72945,855810007028,Krupnik,60,750,12.00,24.98,299.76,No,525"
"American Distilled Spirit Specialty,77052,856750008007,Hog Wild Cinnamon,70,750,6.00,18.00,108.00,No,578"
"American Distilled Spirit Specialty,77054,856750008052,Private First Class,70,750,12.00,19.44,233.28,No,578"
"American Distilled Spirit Specialty,77050,856750008052,Field Fire,70,750,6.00,18.00,108.00,No,578"
"American Distilled Spirit Specialty,77055,856750008236,Sir Winston Peach,70,750,6.00,19.52,117.12,No,578"
"American Distilled Spirit Specialty,87035,860265002429,Skrewball Peanut Butter Flavored Whiskey,70,50,12,21,252,No,255"
"American Distilled Spirit Specialty,74836,863037000104,Iowa Legendary Rye White Label,80,750,6,15,90,Yes,116"
"American Distilled Spirit Specialty,74829,863037000128,Iowa Legendary Rye Black Label,80,750,6,29.25,175.5,Yes,116"
"American Distilled Spirit Specialty,74831,863037000173,Iowa Legendary Rye Red Label,80,750,6,36.75,220.5,Yes,116"
"American Distilled Spirit Specialty,86560,865911000477,Century Farms Prairie States Corn Whiskey Rapid Aged,80,750,12,12.77,153.24,No,594"
"American Distilled Spirit Specialty,78014,867971000312,West Branch Elderberry Brandy Liqueur,70,750,12,24,288,No,353"
"American Dry Gins,31990,022099147718,River Rose Gin,80,750,6.00,24.26,145.56,No,306"
"American Dry Gins,32231,080432400012,Seagrams Extra Dry Gin Mini,80,50,12.00,4.95,59.40,No,370"
"American Dry Gins,32232,080432401200,Seagrams Extra Dry Gin,80,100,48.00,1.46,70.08,No,370"
"American Dry Gins,32233,080432401217,Seagrams Extra Dry Gin,80,200,48.00,2.99,143.52,No,370"
"American Dry Gins,32234,080432401224,Seagrams Extra Dry Gin,80,375,24.00,5.09,122.16,No,370"
"American Dry Gins,32236,080432401231,Seagrams Extra Dry Gin,80,750,12.00,9.74,116.88,No,370"
"American Dry Gins,32235,080432401248,Seagrams Extra Dry Gin PET,80,750,12.00,9.74,116.88,No,370"
"American Dry Gins,32237,080432401255,Seagrams Extra Dry Gin,80,""1,000"",12.00,11.24,134.88,No,370"
"American Dry Gins,32238,080432401262,Seagrams Extra Dry Gin,80,""1,750"",6.00,18.74,112.44,No,370"
"American Dry Gins,29288,080660411316,Barton Gin,80,""1,750"",6.00,10.38,62.28,No,055"
"American Dry Gins,29287,080660411330,Barton Gin,80,""1,000"",12.00,5.88,70.56,No,055"
"American Dry Gins,29728,080686043126,Calvert Gin,80,""1,750"",6.00,9.75,58.50,No,434"
"American Dry Gins,30238,080686122128,Gilbeys Gin,80,""1,750"",6.00,15.74,94.44,No,065"
"American Dry Gins,30236,080686122401,Gilbeys Gin,80,750,12.00,7.50,90.00,No,065"
"American Dry Gins,30058,082928210211,Fleischmanns Gin,80,""1,750"",6.00,9.75,58.50,No,055"
"American Dry Gins,30057,082928210235,Fleischmanns Gin,80,""1,000"",12.00,5.25,63.00,No,055"
"American Dry Gins,30056,082928210242,Fleischmanns Gin,80,750,12.00,4.50,54.00,No,055"
"American Dry Gins,29998,084848400109,Five O'Clock Gin,80,""1,750"",6.00,11.00,66.00,No,297"
"American Dry Gins,29997,084848400208,Five O'Clock Gin,80,""1,000"",12.00,6.50,78.00,No,297"
"American Dry Gins,29996,084848400307,Five O'Clock Gin,80,750,12.00,5.19,62.28,No,297"
"American Dry Gins,30036,084848400406,Five O'Clock Gin,80,750,12.00,5.19,62.28,No,297"
"American Dry Gins,29993,084848400505,Five O'Clock Gin,80,200,48.00,1.80,86.40,No,297"
"American Dry Gins,29994,084848400901,Five O'Clock Gin,80,375,24.00,2.99,71.76,No,297"
"American Dry Gins,31473,085000014301,New Amsterdam Gin,80,""1,750"",6.00,22.50,135.00,No,205"
"American Dry Gins,31475,085000014318,New Amsterdam Gin,80,750,12.00,12.00,144.00,No,205"
"American Dry Gins,31474,085000014325,New Amsterdam Gin,80,375,24.00,6.00,144.00,No,205"
"American Dry Gins,31472,085000014332,New Amsterdam Gin,80,200,24.00,2.99,71.76,No,205"
"American Dry Gins,31470,085000016176,New Amsterdam Gin,80,""1,000"",12.00,11.00,132.00,No,205"
"American Dry Gins,31493,085000028285,New Amsterdam Stratusphere London Dry Gin,95,750,12.00,13.50,162.00,No,205"
"American Dry Gins,31496,085000028308,New Amsterdam Stratusphere London Dry Gin,95,""1,750"",6.00,24.00,144.00,No,205"
"American Dry Gins,31208,085592103513,McCormick Gin PET,80,""1,750"",6.00,11.13,66.78,No,300"
"American Dry Gins,31167,085592103537,McCormick Gin,80,""1,000"",12.00,6.38,76.56,No,300"
"American Dry Gins,31658,086816120125,Paramount Gin,80,""1,750"",6.00,10.67,64.02,No,434"
"American Dry Gins,31657,086816120132,Paramount Gin,80,""1,000"",12.00,6.45,77.40,No,434"
"American Dry Gins,31656,086816120149,Paramount Gin,80,750,12.00,5.10,61.20,No,434"
"American Dry Gins,31718,087116016767,Phillips Gin,80,""1,750"",6.00,12.00,72.00,No,380"
"American Dry Gins,31862,087116019034,Prairie Organic Gin,80,750,12.00,16.50,198.00,No,380"
"American Dry Gins,31719,087116048010,Phillips Gin,80,""1,000"",12.00,6.57,78.84,No,380"
"American Dry Gins,29710,088004026240,Caliber Gin,80,750,12.00,4.82,57.84,No,055"
"American Dry Gins,29712,088004026257,Caliber Gin,80,""1,750"",6.00,10.38,62.28,No,055"
"American Dry Gins,32462,088004027094,Tinkermans Citrus Suspreme Gin,92,750,6.00,18.75,112.50,No,421"
"American Dry Gins,32464,088004027100,Tinkermans Sweet Spice Gin,92,750,6.00,18.75,112.50,No,421"
"American Dry Gins,32460,088004027117,Tinkermans Bright Complex Gin 6-750ML,92,750,6.00,18.75,112.50,No,421"
"American Dry Gins,31296,088004027490,Miles London Dry Gin,80,750,12.00,6.75,81.00,No,421"
"American Dry Gins,29708,088004029111,Caliber Gin,80,375,12.00,2.79,33.48,No,055"
"American Dry Gins,30528,088352109756,Hawkeye Gin,80,""1,750"",6.00,10.76,64.56,No,434"
"American Dry Gins,30527,088352109763,Hawkeye Gin,80,""1,000"",12.00,6.35,76.20,No,434"
"American Dry Gins,29515,088352134369,Bowling & Burch Gin,96,750,6.00,30.00,180.00,No,434"
"American Dry Gins,30318,088600000002,Gordons Gin London Dry PET,80,""1,750"",6.00,16.50,99.00,No,260"
"American Dry Gins,30317,088600000019,Gordons Gin London Dry,80,""1,000"",12.00,10.50,126.00,No,260"
"American Dry Gins,30316,088600000026,Gordons Gin London Dry,80,750,12.00,7.50,90.00,No,260"
"American Dry Gins,31507,089000011841,Mr Boston English Market Gin,80,""1,000"",12.00,5.25,63.00,No,055"
"American Dry Gins,29820,089105124101,Conciere Gin,80,""1,000"",12.00,9.39,112.68,No,803"
"American Dry Gins,29566,096749002016,Burnetts Gin London Dry,80,750,12.00,8.24,98.88,No,259"
"American Dry Gins,29568,096749200306,Burnetts Gin London Dry,80,""1,750"",6.00,15.74,94.44,No,259"
"American Dry Gins,30668,748252169280,Riegers Midwestern Dry Gin,92,750,6.00,19.98,119.88,No,564"
"American Dry Gins,30016,850826008038,Foundry Gin,80,375,12.00,9.99,119.88,No,566"
"American Dry Gins,29119,853507000024,Aviation American Gin,84,750,6.00,21.26,127.56,No,469"
"American Dry Gins,29421,854647008031,Blue Ox Gin,80,750,12.00,4.95,59.40,No,626"
"American Dry Gins,29422,854647008048,Blue Ox Gin,80,""1,000"",12.00,5.93,71.16,No,626"
"American Dry Gins,29423,854647008055,Blue Ox Gin,80,""1,750"",6.00,9.98,59.88,No,626"
"American Dry Gins,29420,854647008161,Blue Ox Gin Mini,80,50,1.00,45.00,45.00,No,626"
"American Dry Gins,30506,854647008482,Havana 56 Gin,90,750,6.00,29.93,179.58,No,626"
"American Dry Gins,31989,855037005579,River Rose Gin Mini,80,50,6.00,15.00,90.00,No,306"
"American Dry Gins,31970,856581006258,Rabbit Hole Bespoke Gin,89,750,6.00,26.24,157.44,No,370"
"American Dry Gins,29118,857050005079,Aviation American Gin,84,""1,000"",6.00,27.00,162.00,No,469"
"American Dry Gins,32001,858506004318,Red Fox Gin,80,""1,000"",12.00,5.25,63.00,No,229"
"American Dry Gins,30305,858506004523,Gothca Gin 1L,80,""1,000"",12.00,5.25,63.00,No,229"
"American Dry Gins,29812,859824001232,Clearheart Gin,90,750,6.00,18.45,110.70,No,125"
"American Dry Gins,30337,860330002231,Great Grey Gin,90,750,6,26.25,157.5,No,582"
"American Dry Gins,29398,863692000228,Builders Botanical Gin,92,750,6,21.74,130.44,No,552"
"American Flavored Vodka,39699,019962231315,North Forty Peach Vodka,70,750,6.00,19.50,117.00,No,325"
"American Flavored Vodka,39611,019962231513,North Forty Vanilla Vodka,70,750,6.00,24.00,144.00,No,325"
"American Flavored Vodka,39577,019962231711,North Forty Raspberry Vodka,70,750,6.00,19.50,117.00,No,325"
"American Flavored Vodka,41161,080244002541,Rain Cucumber,60,750,12.00,11.25,135.00,No,421"
"American Flavored Vodka,76874,080480008321,Plume & Petal Lemon Drift,40,750,6.00,15.00,90.00,No,035"
"American Flavored Vodka,76876,080480008338,Plume & Petal Peach Wave,40,750,6.00,15.00,90.00,No,035"
"American Flavored Vodka,76872,080480008345,Plume & Petal Cucumber Splash,40,750,6.00,15.00,90.00,No,035"
"American Flavored Vodka,39752,080660010601,Caliber Citrus Vodka,70,750,12.00,4.97,59.64,No,055"
"American Flavored Vodka,77674,082000001041,Smirnoff Green Apple,70,750,12.00,12.38,148.56,No,260"
"American Flavored Vodka,78033,082000001119,Smirnoff Green Apple,70,375,12.00,7.13,85.56,No,260"
"American Flavored Vodka,78034,082000001140,Smirnoff Raspberry,70,375,12.00,7.13,85.56,No,260"
"American Flavored Vodka,77852,082000001171,Smirnoff Watermelon,70,750,12.00,12.38,148.56,No,260"
"American Flavored Vodka,77658,082000001225,Smirnoff Cranberry,70,750,12.00,12.38,148.56,No,260"
"American Flavored Vodka,41076,082000002024,Jeremiah Weed Sweet Tea Vodka,70,750,12.00,15.09,181.08,No,260"
"American Flavored Vodka,41078,082000002031,Jeremiah Weed Sweet Tea Vodka,70,""1,750"",6.00,22.46,134.76,No,260"
"American Flavored Vodka,41077,082000002048,Jeremiah Weed Sweet Tea Vodka,70,""1,000"",12.00,15.75,189.00,No,260"
"American Flavored Vodka,77698,082000003861,Smirnoff Orange,70,750,12.00,12.38,148.56,No,260"
"American Flavored Vodka,77647,082000003915,Smirnoff Citrus,70,750,12.00,12.38,148.56,No,260"
"American Flavored Vodka,77648,082000003922,Smirnoff Citrus,70,""1,000"",12.00,13.88,166.56,No,260"
"American Flavored Vodka,77740,082000003960,Smirnoff Raspberry,70,750,12.00,12.38,148.56,No,260"
"American Flavored Vodka,77741,082000003977,Smirnoff Raspberry,70,""1,000"",12.00,13.88,166.56,No,260"
"American Flavored Vodka,77847,082000004011,Smirnoff Vanilla,70,750,12.00,12.38,148.56,No,260"
"American Flavored Vodka,77848,082000004028,Smirnoff Vanilla,70,""1,000"",12.00,13.88,166.56,No,260"
"American Flavored Vodka,78078,082000006121,Smirnoff Zero Sugar Infusion Watermelon & Mint Mini,60,50,12.00,11.21,134.52,No,260"
"American Flavored Vodka,78072,082000006138,Smirnoff Zero Sugar Infusion Strawberry & Rose Mini,60,50,12.00,11.21,134.52,No,260"
"American Flavored Vodka,78070,082000006145,Smirnoff Zero Sugar Infusion Cucumber & Lime Mini,60,50,12.00,11.21,134.52,No,260"
"American Flavored Vodka,77699,082000723875,Smirnoff Orange,70,""1,000"",12.00,13.88,166.56,No,260"
"American Flavored Vodka,77842,082000729341,Smirnoff Strawberry,70,750,12.00,12.38,148.56,No,260"
"American Flavored Vodka,77843,082000729358,Smirnoff Strawberry,70,""1,000"",12.00,13.88,166.56,No,260"
"American Flavored Vodka,77637,082000731535,Smirnoff Cherry,70,750,12.00,12.38,148.56,No,260"
"American Flavored Vodka,77688,082000732860,Smirnoff Lime,70,750,12.00,12.38,148.56,No,260"
"American Flavored Vodka,77632,082000732914,Smirnoff Blueberry,70,750,12.00,12.38,148.56,No,260"
"American Flavored Vodka,77703,082000739937,Smirnoff Passion Fruit,70,750,12.00,12.38,148.56,No,260"
"American Flavored Vodka,77668,082000740438,Smirnoff Grape,70,750,12.00,12.38,148.56,No,260"
"American Flavored Vodka,77714,082000747314,Smirnoff Pineapple,70,750,12.00,12.38,148.56,No,260"
"American Flavored Vodka,77709,082000750710,Smirnoff Peach,70,750,12.00,12.38,148.56,No,260"
"American Flavored Vodka,77858,082000757511,Smirnoff Whipped Cream,60,750,12.00,12.38,148.56,No,260"
"American Flavored Vodka,77683,082000759614,Smirnoff Kissed Caramel,60,750,12.00,12.38,148.56,No,260"
"American Flavored Vodka,77378,082000761488,Smirnoff Sorbet Light Raspberry Pomegranate,60,750,12.00,12.38,148.56,No,260"
"American Flavored Vodka,77875,082000769903,Smirnoff Sours Green Apple,60,750,12.00,12.38,148.56,No,260"
"American Flavored Vodka,77880,082000769965,Smirnoff Sours Watermelon,60,750,12.00,12.38,148.56,No,260"
"American Flavored Vodka,77889,082000772866,Smirnoff Ruby Red Grapefruit,70,750,12.00,12.38,148.56,No,260"
"American Flavored Vodka,77900,082000775430,Smirnoff Sours Berry Lemon,60,750,12.00,12.38,148.56,No,260"
"American Flavored Vodka,78021,082000786665,Smirnoff Citrus,70,375,12.00,7.13,85.56,No,260"
"American Flavored Vodka,78022,082000788195,Smirnoff Kissed Caramel,70,375,12.00,7.13,85.56,No,260"
"American Flavored Vodka,78023,082000788201,Smirnoff Orange,70,375,12.00,7.13,85.56,No,260"
"American Flavored Vodka,78027,082000788218,Smirnoff Vanilla,70,375,12.00,7.13,85.56,No,260"
"American Flavored Vodka,78029,082000788225,Smirnoff Watermelon,70,375,12.00,7.13,85.56,No,260"
"American Flavored Vodka,78079,082000790808,Smirnoff Zero Sugar Infusion Watermelon & Mint,60,750,12.00,12.38,148.56,No,260"
"American Flavored Vodka,78073,082000790815,Smirnoff Zero Sugar Infusion Strawberry & Rose,60,750,12.00,12.38,148.56,No,260"
"American Flavored Vodka,78071,082000790822,Smirnoff Zero Sugar Infusion Cucumber & Lime,60,750,12.00,12.38,148.56,No,260"
"American Flavored Vodka,39753,082928100062,Caliber Citrus Vodka,70,""1,750"",6.00,10.38,62.28,No,055"
"American Flavored Vodka,40590,085000005781,New Amsterdam Peach Mini,80,50,10.00,8.31,83.10,No,205"
"American Flavored Vodka,40189,085000006214,New Amsterdam Pineapple Mini,70,50,10.00,8.31,83.10,No,205"
"American Flavored Vodka,40047,085000006382,New Amsterdam Grapefruit Mini,70,50,10.00,8.31,83.10,No,205"
"American Flavored Vodka,39422,085000006757,New Amsterdam Pink Whitney Mini,60,50,10.00,8.31,83.10,No,205"
"American Flavored Vodka,40599,085000020326,New Amsterdam Red Berry,70,750,12.00,11.25,135.00,No,205"
"American Flavored Vodka,40594,085000020333,New Amsterdam Peach,70,750,12.00,11.25,135.00,No,205"
"American Flavored Vodka,40598,085000020364,New Amsterdam Red Berry,70,375,24.00,5.25,126.00,No,205"
"American Flavored Vodka,40597,085000020371,New Amsterdam Red Berry,70,200,24.00,2.99,71.76,No,205"
"American Flavored Vodka,40593,085000020395,New Amsterdam Peach,70,375,24.00,5.25,126.00,No,205"
"American Flavored Vodka,40592,085000020401,New Amsterdam Peach,70,200,24.00,2.99,71.76,No,205"
"American Flavored Vodka,40591,085000020418,New Amsterdam Peach,70,100,48.00,1.50,72.00,No,205"
"American Flavored Vodka,40289,085000021361,New Amsterdam Coconut,70,750,12.00,11.25,135.00,No,205"
"American Flavored Vodka,40313,085000021651,New Amsterdam Peach,70,""1,750"",6.00,21.00,126.00,No,205"
"American Flavored Vodka,40315,085000021675,New Amsterdam Red Berry,70,""1,750"",6.00,21.00,126.00,No,205"
"American Flavored Vodka,40190,085000022283,New Amsterdam Pineapple,70,100,48.00,1.50,72.00,No,205"
"American Flavored Vodka,40191,085000022290,New Amsterdam Pineapple,70,200,24.00,2.99,71.76,No,205"
"American Flavored Vodka,40192,085000022306,New Amsterdam Pineapple,70,375,24.00,5.25,126.00,No,205"
"American Flavored Vodka,40193,085000022313,New Amsterdam Pineapple,70,750,12.00,11.25,135.00,No,205"
"American Flavored Vodka,40186,085000022375,New Amsterdam Orange,70,750,12.00,11.25,135.00,No,205"
"American Flavored Vodka,40070,085000023174,New Amsterdam Mango,70,375,24.00,5.25,126.00,No,205"
"American Flavored Vodka,40071,085000023181,New Amsterdam Mango,70,750,12.00,11.25,135.00,No,205"
"American Flavored Vodka,40073,085000023204,New Amsterdam Mango,70,""1,750"",6.00,21.00,126.00,No,205"
"American Flavored Vodka,40048,085000023563,New Amsterdam Grapefruit,70,750,12.00,11.25,135.00,No,205"
"American Flavored Vodka,39916,085000024850,New Amsterdam Apple,70,200,24.00,2.99,71.76,No,205"
"American Flavored Vodka,39917,085000024867,New Amsterdam Apple,70,375,24.00,5.25,126.00,No,205"
"American Flavored Vodka,39918,085000024874,New Amsterdam Apple,70,750,12.00,11.25,135.00,No,205"
"American Flavored Vodka,39919,085000024881,New Amsterdam Apple,70,""1,750"",6.00,21.00,126.00,No,205"
"American Flavored Vodka,36617,085000026144,New Amsterdam Raspberry,70,375,24.00,5.25,126.00,No,205"
"American Flavored Vodka,36618,085000026151,New Amsterdam Raspberry,70,750,12.00,11.25,135.00,No,205"
"American Flavored Vodka,36620,085000026175,New Amsterdam Raspberry,70,""1,750"",6.00,21.00,126.00,No,205"
"American Flavored Vodka,39725,085000026526,New Amsterdam Lemon,70,750,12.00,11.25,135.00,No,205"
"American Flavored Vodka,39492,085000029626,New Amsterdam Pink Whitney,60,750,12.00,11.25,135.00,No,205"
"American Flavored Vodka,39419,085000030912,New Amsterdam Watermelon,70,375,24.00,5.25,126.00,No,205"
"American Flavored Vodka,39420,085000030929,New Amsterdam Watermelon,70,750,12.00,11.25,135.00,No,205"
"American Flavored Vodka,39421,085000030943,New Amsterdam Watermelon,70,""1,750"",6.00,21.00,126.00,No,205"
"American Flavored Vodka,39423,085000031353,New Amsterdam Pink Whitney,60,""1,000"",12.00,11.00,132.00,No,205"
"American Flavored Vodka,40528,085592106675,McCormick Peach Vodka,60,200,48.00,1.70,81.60,No,300"
"American Flavored Vodka,40500,085592120497,McCormick Apple Vodka,60,200,48.00,1.70,81.60,No,300"
"American Flavored Vodka,41019,085592138553,360 Double Chocolate,70,750,12.00,10.50,126.00,No,300"
"American Flavored Vodka,41943,085592142451,360 Georgia Peach,70,750,12.00,10.50,126.00,No,300"
"American Flavored Vodka,40656,085592145957,360 Huckleberry,70,750,12.00,10.50,126.00,No,300"
"American Flavored Vodka,41691,087116014381,UV Blue Raspberry Mini,60,50,12.00,6.90,82.80,No,380"
"American Flavored Vodka,41703,087116014398,UV Red Cherry Mini,60,50,12.00,6.90,82.80,No,380"
"American Flavored Vodka,41696,087116014428,UV Green Apple,60,750,12.00,10.50,126.00,No,380"
"American Flavored Vodka,41705,087116014435,UV Red Cherry,60,""1,000"",12.00,11.25,135.00,No,380"
"American Flavored Vodka,41704,087116014442,UV Red Cherry,60,750,12.00,10.50,126.00,No,380"
"American Flavored Vodka,41694,087116014473,UV Blue Raspberry,60,""1,000"",12.00,11.25,135.00,No,380"
"American Flavored Vodka,41693,087116014480,UV Blue Raspberry,60,750,12.00,10.50,126.00,No,380"
"American Flavored Vodka,41698,087116014503,UV Ivory Vanilla,60,750,12.00,10.50,126.00,No,380"
"American Flavored Vodka,41692,087116014527,UV Blue Raspberry,60,""1,750"",6.00,17.25,103.50,No,380"
