"""Item Code"",""ItemStatus"",""Description"",""Size"",""Age"",""Proof"",""Bottles Per Case"",""Unit Price"",""Effective Date"""
"""6427F"",,""KRAKEN BLACK SPICED RUM"",""50 ML"",,94,60,2.50,08/01/2020"
"""6427H"",,""KRAKEN BLACK SPICED RUM"",""1.75 L"",,94,6,32.95,08/01/2020"
"""6431B"",,""MUD PUDDLE CHOCOLATE FLAVORED VODKA"",""750 ML"",,80,12,29.95,08/01/2020"
"""6431F"",""@"",""MUD PUDDLE CHOCOLATE FLAVORED VODKA"",""50 ML"",,80,120,4.00,08/01/2020"
"""6433B"",,""SEAGRAMS SWEET TEA FLAVORED VODKA"",""750 ML"",,70,12,9.95,08/01/2020"
"""6434B"",,""360 GRAPE FLAVORED VODKA"",""750 ML"",,70,12,13.95,08/01/2020"
"""6435B"",,""360 MANDARIN ORANGE FLAVORED VODKA"",""750 ML"",,70,12,13.95,08/01/2020"
"""6438B"",,""CHAMUCOS TEQUILA BLANCO ESPECIAL"",""750 ML"",,80,6,39.95,08/01/2020"
"""6444B"",""@"",""BOODLES RHUBARB STRAWBERRY BRITISH GIN"",""750 ML"",,60,6,23.95,08/01/2020"
"""6445B"",,""TIN CUP RYE WHISKEY"",""750 ML"",,90,12,27.95,08/01/2020"
"""6447B"",,""SMIRNOFF TWIST OF PINEAPPLE VODKA"",""750 ML"",,70,12,13.95,08/01/2020"
"""6448B"",""@"",""HEADWIND VODKA"",""750 ML"",,80,6,21.95,08/01/2020"
"""6450B"",,""NEW AMSTERDAM PINK WHITNEY VODKA"",""750 ML"",,60,12,9.95,08/01/2020"
"""6451B"",""@"",""REBEL YELL KSBW"",""750 ML"",,100,6,19.95,08/01/2020"
"""6452B"",,""BEEFEATER 24"",""750 ML"",,90,6,26.95,08/01/2020"
"""6454B"",,""EVERCLEAR ALCOHOL  151 PROOF"",""750 ML"",,151,12,15.95,08/01/2020"
"""6455B"",,""PENDLETON DIRECTORS RESERVE 2020"",""750 ML"",""20 YRS"",80,4,124.95,08/01/2020"
"""6456B"",,""CRATER LAKE RESERVE VODKA"",""750 ML"",,80,6,39.95,08/01/2020"
"""6458B"",,""8 SECONDS CANADIAN WHISKEY"",""750 ML"",""8 YRS"",80,6,17.95,08/01/2020"
"""6458H"",,""8 SECONDS CANADIAN WHISKEY"",""1.75 L"",""8 YRS"",80,6,34.95,08/01/2020"
"""6461B"",,""PERNOD AUX PLANTES D'ABSINTHE W/SPOON"",""750 ML"",,136,6,69.95,08/01/2020"
"""6465B"",,""WILD TURKEY RUSSELL'S RESERVE RYE WHISKY"",""750 ML"",""6 YRS"",90,6,44.95,08/01/2020"
"""6467B"",,""CAPTAIN MORGAN SPICED 100 PROOF RUM"",""750 ML"",,100,12,20.95,08/01/2020"
"""6467H"",,""CAPTAIN MORGAN SPICED 100 PROOF RUM"",""1.75 L"",,100,6,36.95,08/01/2020"
"""6471B"",,""RANSOM OLD TOM GIN"",""750 ML"",,86,12,34.90,08/01/2020"
"""6476B"",,""BURNETT'S SWEET TEA FLAVORED VODKA"",""750 ML"",,60,12,7.95,08/01/2020"
"""6480B"",,""JACK DANIEL'S LEGACY EDITION 1905"",""750 ML"",,86,12,25.95,08/01/2020"
"""6483B"",,""BACARDI DRAGON BERRY FLAVORED RUM"",""750 ML"",,70,12,12.95,08/01/2020"
"""6484B"",,""SKYY INFUSIONS PINEAPPLE VODKA"",""750 ML"",,70,12,16.95,08/01/2020"
"""6487B"",,""ABSINTHE ORDINAIRE LIQUEUR (FRANCE)"",""750 ML"",,92,12,28.95,08/01/2020"
"""6495B"",""@"",""HERITAGE VODKA"",""750 ML"",,80,12,14.95,08/01/2020"
"""6496B"",,""GOT A SONG OF FIRE"",""750 ML"",,82,12,29.95,08/01/2020"
"""6497B"",,""BURNETT'S PINK LEMONADE FLAVORED VODKA"",""750 ML"",,70,12,8.10,08/01/2020"
"""6499B"",,""GOT A SONG OF ICE"",""750 ML"",,80,12,29.95,08/01/2020"
"""6500B"",""@"",""ROGUE SPIRITS WHITE RUM"",""750 ML"",,80,12,29.80,08/01/2020"
"""6502B"",,""CRYSTAL HEAD VODKA (CANADA)"",""750 ML"",,80,6,49.95,08/01/2020"
"""6502H"",,""CRYSTAL HEAD VODKA (CANADA)"",""1.75 L"",,80,3,99.95,08/01/2020"
"""6505B"",,""JEREMIAH WEED SWEET TEA FLAVORED VODKA"",""750 ML"",,70,12,18.45,08/01/2020"
"""6507H"",,""CAPTAIN MORGAN LONG ISLAND ICED TEA RTD"",""1.75 L"",,35,6,19.95,08/01/2020"
"""6511B"",,""ADMIRAL NELSON'S COCONUT FLVRD RUM 42PF"",""750 ML"",,42,12,8.95,08/01/2020"
"""6512B"",,""SVEDKA SWEDISH VODKA TRAVELER"",""750 ML"",,80,12,12.95,08/01/2020"
"""6514B"",,""CALICO JACK NO 94 SPICED"",""750 ML"",,94,12,16.95,08/01/2020"
"""6515B"",,""RED STAG BY JIM BEAM BLACK CHERRY WHISKY"",""750 ML"",,65,12,17.95,08/01/2020"
"""6517B"",,""BOLS GENEVER AMSTERDAM"",""750 ML"",,80,6,29.95,08/01/2020"
"""6523B"",,""BAILEYS RED VELVET CUPCAKE"",""750 ML"",,34,12,29.95,08/01/2020"
"""6525B"",,""MILIBIT PLUM BRANDY"",""750 ML"",,80,12,31.95,08/01/2020"
"""6525E"",,""MILIBIT PLUM BRANDY"",""375 ML"",,80,12,20.95,08/01/2020"
"""6532B"",,""CAPTAIN MORGAN GINGERBREAD"",""750 ML"",,60,12,9.95,08/01/2020"
"""6533B"",,""CIROC WHITE GRAPE"",""750 ML"",,70,12,35.95,08/01/2020"
"""6534B"",,""ROYAL CANADIAN SMALL BATCH CANADIAN WHSK"",""750 ML"",,80,6,16.95,08/01/2020"
"""6535B"",,""LAGAVULIN OFFERMAN EDITION"",""750 ML"",""11 YRS"",92,6,83.95,08/01/2020"
"""6536B"",,""APPLETON ESTATES RESERVE RUM"",""750 ML"",,80,6,29.95,08/01/2020"
"""6540B"",,""DON JULIO REPOSADO DBL CASK LAGAVULIN EDITION"",""750 ML"",,80,6,64.95,08/01/2020"
"""6541B"",,""GLENFIDDICH 23YR GRAND CRU"",""750 ML"",,80,3,319.95,08/01/2020"
"""6542B"",,""ADMIRAL NELSON SPICED RUM 101 PROOF"",""750 ML"",,101,12,14.95,08/01/2020"
"""6549B"",,""WHISTLEPIG 18YR DOUBLE MALT"",""750 ML"",,92,3,399.95,08/01/2020"
"""6551B"",""@"",""SHINE SPIRITS NORTHWESTY VODKA"",""750 ML"",,80,12,24.95,08/01/2020"
"""6553B"",""@"",""SHINE SPIRITS STRAIGHT BOURBON WHISKEY"",""750 ML"",,92,12,39.95,08/01/2020"
"""6570B"",""@"",""EWING YOUNG MIANDA'S SUMMER GIN"",""750 ML"",,84,6,29.95,08/01/2020"
"""6583B"",""@"",""DIABLO AZUL BLANCO"",""750 ML"",,80,12,40.00,08/01/2020"
"""6583F"",""@"",""DIABLO AZUL BLANCO"",""50 ML"",,80,120,3.75,08/01/2020"
"""6586B"",""@"",""HORSEPOWER HORSERADISH VODKA"",""750 ML"",,85,6,24.95,08/01/2020"
"""6587B"",,""THE WALKING DEAD BOURBON"",""750 ML"",,94,12,19.95,08/01/2020"
"""6589B"",,""HENNESSY VSOP LUNAR NEW YR 2020"",""750 ML"",,80,6,59.95,08/01/2020"
"""6590B"",,""WESTERN SON RASPBERRY VODKA"",""750 ML"",,60,6,19.95,08/01/2020"
"""6595B"",,""360 BING CHERRY FLAVORED VODKA"",""750 ML"",,70,12,13.95,08/01/2020"
"""6597B"",,""360 GEORGIA PEACH FLAVORED VODKA"",""750 ML"",,70,12,13.95,08/01/2020"
"""6600B"",""@"",""SISKIYOU VALLEY LIQUEUR"",""750 ML"",,80,12,31.55,08/01/2020"
"""6600E"",""@"",""SISKIYOU VALLEY LIQUEUR"",""375 ML"",,80,24,16.05,08/01/2020"
"""6601E"",""@"",""10 BARREL GIN AND TONIC 4-PACK"",""375 ML"",,22,6,13.95,08/01/2020"
"""6603B"",,""STOLICHNAYA RAZBERI FLAVORED VODKA"",""750 ML"",,75,12,24.95,08/01/2020"
"""6605B"",,""STOLICHNAYA VANIL FLAVORED VODKA"",""750 ML"",,75,12,24.95,08/01/2020"
"""6606B"",,""TANQUERAY RANGPUR DISTILLED GIN"",""750 ML"",,83,12,24.95,08/01/2020"
"""6608E"",,""RANSOM GEWURZTRAMINER GRAPPA"",""375 ML"",,80,12,24.20,08/01/2020"
"""6619B"",,""CRUZAN BLACK CHERRY FLAVORED RUM"",""750 ML"",,55,12,11.95,08/01/2020"
"""6620B"",,""SAUZA CIEN ANOS BLANCO"",""750 ML"",,80,12,15.95,08/01/2020"
"""6623B"",,""SMIRNOFF TWIST OF WHITE GRAPE VODKA"",""750 ML"",,70,12,13.95,08/01/2020"
"""6624B"",,""SMIRNOFF TWIST OF PASSION FRUIT VODKA"",""750 ML"",,70,12,13.95,08/01/2020"
"""6625B"",,""SKYY INFUSIONS RASPBERRY FLAVORED VODKA"",""750 ML"",,70,12,16.95,08/01/2020"
"""6629B"",,""SKYY INFUSIONS CITRUS FLAVORED VODKA"",""750 ML"",,70,12,16.95,08/01/2020"
"""6631H"",,""BACARDI CLASSIC COCKTAILS MOJITO"",""1.75 L"",,30,6,19.95,08/01/2020"
"""6632B"",,""GLENMORANGIE NECTAR D'OR SCOTCH"",""750 ML"",,92,6,59.95,08/01/2020"
"""6640B"",,""MT GAY ECLIPSE SILVER"",""750 ML"",,80,12,19.95,08/01/2020"
"""6646B"",,""ROGUE DEAD GUY STRAIGHT WHISKEY (OREGON)"",""750 ML"",,80,6,49.95,08/01/2020"
"""6646E"",""@"",""ROGUE DEAD GUY STRAIGHT WHISKEY (OREGON)"",""375 ML"",,80,12,25.30,08/01/2020"
"""6650B"",,""360 SORRENTO LEMON FLAVORED VODKA"",""750 ML"",,70,12,13.95,08/01/2020"
"""6654B"",,""MONARCH SPICED FLAVORED RUM"",""750 ML"",,90,12,8.95,08/01/2020"
"""6655B"",,""MONARCH PINEAPPLE FLAVORED RUM"",""750 ML"",,42,12,8.95,08/01/2020"
"""6656B"",,""MONARCH COCONUT FLAVORED RUM"",""750 ML"",,42,12,8.95,08/01/2020"
"""6661B"",""$"",""BALLOTIN CHOC. CHERRY CREAM WHISKEY"",""750 ML"",,17,6,24.95,08/01/2020"
"""6662B"",""@"",""VILLA ONE SILVER"",""750 ML"",,80,6,44.95,08/01/2020"
"""6663B"",""@"",""VILLA ONE REPOSADO"",""750 ML"",,80,6,49.95,08/01/2020"
"""6666B"",,""BUSHMILLS REDBUSH W/2 SHOT GLASSES"",""750 ML"",,80,6,28.95,08/01/2020"
"""6671B"",,""UNCLE NEAREST 1884 SMALL BATCH WHISKEY"",""750 ML"",,93,6,48.95,08/01/2020"
"""6672E"",,""ON THE ROCKS HORNITOS MARGARITA"",""375 ML"",,40,12,10.95,08/01/2020"
"""6674B"",,""BUFFALO TRACE CREAM LIQ"",""750 ML"",,30,12,19.95,08/01/2020"
"""6675E"",,""ON THE ROCKS EFFEN COSMOPOLITAN"",""375 ML"",,40,12,10.95,08/01/2020"
"""6676B"",""@"",""SINISTER OREGON APPLE WHISKEY"",""750 ML"",,66,12,29.95,08/01/2020"
"""6677E"",""@"",""CRATER LAKE VODKA HOLIDAY PK 12-50ML"",""375 ML"",,80,8,29.95,08/01/2020"
"""6678B"",,""DANDELEON MEZCAL"",""750 ML"",,80,6,45.95,08/01/2020"
"""6679B"",""@"",""ROGUE OREGON PINOT BARREL PROJECT WHISKEY"",""750 ML"",,90,6,59.95,08/01/2020"
"""6682B"",,""FAMILIA CAMARENA REPOSADO TEQUILA"",""750 ML"",,80,12,22.95,08/01/2020"
"""6682H"",,""FAMILIA CAMARENA REPOSADO TEQUILA"",""1.75 L"",,80,6,42.95,08/01/2020"
"""6683B"",""@"",""MINKE IRISH GIN"",""750 ML"",,86,6,29.95,08/01/2020"
"""6685B"",,""FAMILIA CAMARENA SILVER TEQUILA"",""750 ML"",,80,12,22.95,08/01/2020"
"""6685H"",,""FAMILIA CAMARENA SILVER TEQUILA"",""1.75 L"",,80,6,42.95,08/01/2020"
"""6690B"",,""ROGUE OREGON SINGLE MALT WHISKEY"",""750 ML"",,90,6,64.95,08/01/2020"
"""6691B"",""@"",""MODERNIST CURACAO"",""750 ML"",,80,12,34.95,08/01/2020"
"""6692B"",,""LUNAZUL DBL BAR. REPOSADO 2016"",""750 ML"",,90,6,27.95,08/01/2020"
"""6705B"",,""CAMPARI BITTERS"",""750 ML"",,48,12,32.95,08/01/2020"
"""6705E"",""@"",""CAMPARI BITTERS"",""375 ML"",,48,12,15.95,08/01/2020"
"""6715E"",,""HIGH NOON SUN SIPS BLK CHERRY 4-PACK"",""375 ML"",,9,6,9.95,08/01/2020"
"""6716E"",,""HIGH NOON SUN SIPS GRAPEFRUIT 4-PACK"",""375 ML"",,9,6,9.95,08/01/2020"
"""6719E"",,""HIGH NOON SUN SIPS PINEAPPLE 4-PACK"",""375 ML"",,9,6,9.95,08/01/2020"
"""6720E"",,""HIGH NOON SUN SIPS WATERMELON 4-PACK"",""375 ML"",,9,6,9.95,08/01/2020"
"""6723B"",""@"",""PB&W PEANUT BUTTER WHISKEY"",""750 ML"",,70,12,24.95,08/01/2020"
"""6731B"",,""CHRISTIAN BROTHERS HONEY"",""750 ML"",,70,12,13.95,08/01/2020"
"""6733B"",,""BURNETTS CRANBERRY FLAVORED VODKA"",""750 ML"",,70,12,7.95,08/01/2020"
"""6734B"",,""METAXA OUZO"",""750 ML"",,90,12,17.95,08/01/2020"
"""6735B"",,""BURNETT'S WATERMELON FLAVORED VODKA"",""750 ML"",,70,12,7.95,08/01/2020"
"""6736B"",,""BURNETT'S MANGO FLAVORED VODKA"",""750 ML"",,70,12,7.95,08/01/2020"
"""6738B"",,""BURNETT'S CHERRY FLAVORED VODKA"",""750 ML"",,70,12,7.95,08/01/2020"
"""6738H"",,""BURNETT'S CHERRY FLAVORED VODKA"",""1.75 L"",,70,6,18.95,08/01/2020"
"""6739B"",,""FARMHOUSE PINOT BARREL FINISHED GIN"",""750 ML"",,90,6,39.95,08/01/2020"
"""6740B"",,""SWEET CAROLINA SWEET TEA FLAVORED VODKA"",""750 ML"",,70,12,12.95,08/01/2020"
"""6744B"",""@"",""HDC COMMANDER'S SPICED RUM"",""750 ML"",,100,12,24.95,08/01/2020"
"""6745B"",""@"",""503 DISTILLING CIRCA 17 GIN"",""750 ML"",,86,12,28.95,08/01/2020"
"""6746B"",,""SEAGRAM'S LIME FLAVORED VODKA"",""750 ML"",,80,12,9.95,08/01/2020"
"""6754B"",,""OREGON SPIRIT VODKA"",""750 ML"",,80,12,24.95,08/01/2020"
"""6754F"",,""OREGON SPIRIT VODKA"",""50 ML"",,80,96,5.00,08/01/2020"
"""6757B"",,""SKYY INFUSIONS BLOOD ORANGE FLAVORED"",""750 ML"",,70,12,16.95,08/01/2020"
"""6759B"",,""SMIRNOFF PEACH FLAVORED VODKA"",""750 ML"",,70,12,13.95,08/01/2020"
"""6772B"",,""GOOD MORNING GLORY GROG"",""750 ML"",,70,12,24.95,08/01/2020"
"""6772D"",,""GOOD MORNING GLORY GROG"",""200 ML"",,70,24,9.95,08/01/2020"
"""6773H"",,""CUERVO AUTHENTIC MANGO MARGARITAS"",""1.75 L"",,20,6,17.95,08/01/2020"
"""6776B"",""@"",""ELIJAH CRAIG STRAIGHT RYE WHISKEY"",""750 ML"",,94,6,29.95,08/01/2020"
"""6777B"",""@"",""JAMESON COLD BREW WHISKEY"",""750 ML"",,60,6,29.95,08/01/2020"
"""6777F"",,""JAMESON COLD BREW WHISKEY"",""50 ML"",,60,120,1.50,08/01/2020"
"""6778A"",,""CIROC VS"",""LITER"",,80,12,34.95,08/01/2020"
"""6780D"",,""JIM BEAM 50ML 4PK (WHITE, HONEY, APPLE, VANILLA)"",""200 ML"",,73,12,4.95,08/01/2020"
"""6781B"",""@"",""BELVEDERE SMOGORY"",""750 ML"",,80,6,34.95,08/01/2020"
"""6782B"",""@"",""BELVEDERE BARTEZEK"",""750 ML"",,80,6,34.95,08/01/2020"
"""6783B"",,""AVION REPOSADO IN CANISTER"",""750 ML"",,80,6,42.95,08/01/2020"
"""6784B"",,""AVION SILVER IN CANISTER"",""750 ML"",,80,6,39.95,08/01/2020"
"""6785B"",""@"",""SHINE SPIRITS CASCADIAN BLUE AGAVE"",""750 ML"",,85,12,34.95,08/01/2020"
"""6786B"",,""DEKUYPER O3 ORANGE LIQUEUR"",""750 ML"",,80,12,24.95,08/01/2020"
"""6807B"",,""SHEEP DOG PEANUT BUTTER WHISKEY"",""750 ML"",,70,12,16.95,08/01/2020"
"""6807F"",,""SHEEP DOG PEANUT BUTTER WHISKEY"",""50 ML"",,70,120,1.50,08/01/2020"
"""6810E"",""@"",""STONE BARN PINOT NOIR GRAP"",""375 ML"",,80,12,30.00,08/01/2020"
"""6811E"",,""STONE BARN APPLE BRANDY"",""375 ML"",,84,12,34.95,08/01/2020"
"""6815B"",""$"",""FULTON'S HARVEST PUMPKIN PIE CREAM LIQ"",""750 ML"",,25,12,9.95,08/01/2020"
"""6820B"",,""DOG WATCH VODKA"",""750 ML"",,80,12,22.95,08/01/2020"
"""6820D"",,""DOG WATCH VODKA"",""200 ML"",,80,24,9.95,08/01/2020"
"""6821B"",,""RED WING COFFEE LIQUEUR"",""750 ML"",,50,12,35.00,08/01/2020"
"""6821E"",,""RED WING COFFEE LIQUEUR"",""375 ML"",,50,12,25.00,08/01/2020"
"""6822B"",,""HARD EIGHT UNOAKED RYE WHISKEY"",""750 ML"",,80,12,35.00,08/01/2020"
"""6823B"",""@"",""HUSSONGS 100% SILVER TEQUILA JUG"",""750 ML"",,80,6,33.95,08/01/2020"
"""6824D"",,""SOUTHERN COMFORT 4PKS"",""200 ML"",,80,30,3.95,08/01/2020"
"""6825E"",""@"",""503 DISTILLING FIVE-O-TEA (SINGLE CAN)"",""375 ML"",,20,24,4.95,08/01/2020"
"""6826B"",""@"",""TORPEDO JUICE PINEAPPLE VODKA"",""750 ML"",,100,6,27.95,08/01/2020"
"""6829B"",,""RANSOM SMALLS GIN"",""750 ML"",,86,12,25.30,08/01/2020"
"""6831E"",""@"",""STONE BARN PEAR BRANDY"",""375 ML"",,84,12,30.00,08/01/2020"
"""6832B"",""@"",""NEW PORT VODKA"",""750 ML"",,80,12,19.95,08/01/2020"
"""6835B"",,""NEW DEAL GINGER LIQUEUR"",""750 ML"",,44,12,29.95,08/01/2020"
"""6835E"",,""NEW DEAL GINGER LIQUEUR"",""375 ML"",,44,12,21.95,08/01/2020"
"""6835F"",""@"",""NEW DEAL GINGER LIQUEUR"",""50 ML"",,44,120,4.00,08/01/2020"
"""6839B"",,""CLEAR CREEK CRANBERRY LIQUEUR"",""750 ML"",,39,6,29.95,08/01/2020"
"""6839E"",,""CLEAR CREEK CRANBERRY LIQUEUR"",""375 ML"",,39,12,19.95,08/01/2020"
"""6842E"",,""STEIN RHUBARB CORDIAL"",""375 ML"",,40,12,23.50,08/01/2020"
"""6843B"",,""KAHLUA MINT MOCHA COFFEE LIQUEUR"",""750 ML"",,34,12,17.95,08/01/2020"
"""6847B"",,""NEW DEAL COFFEE LIQUEUR"",""750 ML"",,44,12,29.95,08/01/2020"
"""6847E"",,""NEW DEAL COFFEE LIQUEUR"",""375 ML"",,44,12,21.95,08/01/2020"
"""6847F"",""@"",""NEW DEAL COFFEE LIQUEUR"",""50 ML"",,44,120,4.00,08/01/2020"
"""6853B"",,""VINN BAIJIU"",""750 ML"",,80,12,34.95,08/01/2020"
"""6853E"",,""VINN BAIJIU"",""375 ML"",,80,12,24.95,08/01/2020"
"""6859B"",,""HOUSE SPIRITS WHITE DOG WHISKEY"",""750 ML"",,125,12,34.95,08/01/2020"
"""6861E"",""@"",""HOUSE SPIRITS COFFEE LIQUEUR"",""375 ML"",,40,12,24.95,08/01/2020"
"""6865B"",,""PEARL CUCUMBER FLAVORED VODKA"",""750 ML"",,80,12,10.95,08/01/2020"
"""6869B"",,""STONE BARN BIGGS JUNCTION APRICOT LIQUEUR"",""750 ML"",,40,12,35.00,08/01/2020"
"""6869E"",,""STONE BARN BIGGS JUNCTION APRICOT LIQUEUR"",""375 ML"",,40,12,25.00,08/01/2020"
"""6869H"",""@"",""STONE BARN BIGGS JUNCTION APRICOT LIQUEUR"",""1.75 L"",,40,6,75.00,08/01/2020"
"""6870B"",""@"",""PAINTED LADY BARREL AGED GIN"",""750 ML"",,90,12,39.95,08/01/2020"
"""6871B"",""@"",""AO HELL OR HIGHWATER WHISKY"",""750 ML"",,80,12,60.00,08/01/2020"
"""6876B"",,""DUTCH HARBOR BREEZE GROG"",""750 ML"",,100,12,29.95,08/01/2020"
"""6876D"",,""DUTCH HARBOR BREEZE GROG"",""200 ML"",,100,24,9.95,08/01/2020"
"""6881B"",,""JACK DANIEL'S TENNESSEE HONEY"",""750 ML"",,70,12,19.95,08/01/2020"
"""6881E"",,""JACK DANIEL'S TENNESSEE HONEY"",""375 ML"",,70,24,14.95,08/01/2020"
"""6881F"",,""JACK DANIEL'S TENNESSEE HONEY"",""50 ML"",,70,120,1.50,08/01/2020"
"""6881H"",,""JACK DANIEL'S TENNESSEE HONEY"",""1.75 L"",,70,6,39.95,08/01/2020"
"""6883E"",""@"",""STONE BARN OREGON TSIPOURO"",""375 ML"",,80,12,30.00,08/01/2020"
"""6884B"",,""ESPOLON REPOSADO TEQUILA"",""750 ML"",,80,6,27.95,08/01/2020"
"""6884E"",,""ESPOLON REPOSADO TEQUILA"",""375 ML"",,80,12,14.95,08/01/2020"
"""6884H"",,""ESPOLON REPOSADO TEQUILA"",""1.75 L"",,80,6,44.95,08/01/2020"
"""6885B"",,""ESPOLON BLANCO TEQUILA"",""750 ML"",,80,6,27.95,08/01/2020"
"""6885E"",,""ESPOLON BLANCO TEQUILA"",""375 ML"",,80,12,14.95,08/01/2020"
"""6885H"",,""ESPOLON BLANCO TEQUILA"",""1.75 L"",,80,6,44.95,08/01/2020"
"""6891B"",,""JOSE CUERVO TRADICIONAL SILVER EDITION"",""750 ML"",,80,12,17.95,08/01/2020"
"""6891H"",,""JOSE CUERVO TRADICIONAL SILVER EDITION"",""1.75 L"",,80,6,36.95,08/01/2020"
"""6896B"",,""BURNETT'S PINEAPPLE FLAVORED VODKA"",""750 ML"",,70,12,7.95,08/01/2020"
"""6899B"",,""EFFEN CUCUMBER VODKA"",""750 ML"",,75,6,26.95,08/01/2020"
"""6903B"",,""CHIVAS REGAL 18 YEAR OLD SCOTCH"",""750 ML"",""18 YRS"",80,6,76.95,08/01/2020"
"""6904B"",,""CALYPSO SPICED RUM"",""750 ML"",,70,12,8.95,08/01/2020"
"""6905B"",""@"",""BULL RUN COGNAC FD BOURBON"",""750 ML"",,100,6,124.95,08/01/2020"
"""6906B"",,""HAMMER+SICKLE RUSSIAN VODKA"",""750 ML"",,80,6,22.95,08/01/2020"
"""6909B"",,""GLENMORANGIE LASANTA SCOTCH"",""750 ML"",""12 YRS"",92,6,49.95,08/01/2020"
"""6910B"",,""GLENMORANGIE QUINTA RUBAN SCOTCH"",""750 ML"",""14 YRS"",92,6,55.95,08/01/2020"
"""6913B"",,""BOWMORE 12Y (PREVIOUSLY 10 YEAR)"",""750 ML"",""12 YRS"",80,6,69.95,08/01/2020"
"""6918B"",,""THE BALVENIE DOUBLEWOOD SINGLE MALT"",""750 ML"",""12 YRS"",86,12,64.95,08/01/2020"
"""6918D"",,""THE BALVENIE DOUBLEWOOD SINGLE MALT"",""200 ML"",""12 YRS"",86,12,21.95,08/01/2020"
"""6920B"",,""BALVENIE PORTWOOD"",""750 ML"",""21 YRS"",86,3,249.95,08/01/2020"
"""6922B"",,""GLENFIDDICH"",""750 ML"",,80,12,52.95,08/01/2020"
"""6922E"",,""GLENFIDDICH"",""375 ML"",,80,24,25.95,08/01/2020"
"""6922F"",,""GLENFIDDICH"",""50 ML"",,80,96,4.00,08/01/2020"
"""6922H"",""@"",""GLENFIDDICH"",""1.75 L"",,80,6,99.95,08/01/2020"
"""6924B"",,""MCCLELLAND'S HIGHLAND"",""750 ML"",,80,12,36.95,08/01/2020"
"""6925B"",,""MCCLELLAND'S ISLAY"",""750 ML"",,80,12,36.95,08/01/2020"
"""6926B"",,""ISLE OF JURA SINGLE MALT 10 YEAR"",""750 ML"",""10 YRS"",86,6,44.95,08/01/2020"
"""6931B"",,""CRAGGANMORE SINGLE MALT"",""750 ML"",""12 YRS"",80,12,69.95,08/01/2020"
"""6932B"",,""TALISKER SINGLE MALT 10 YEAR"",""750 ML"",""10 YRS"",92,12,71.95,08/01/2020"
"""6934B"",,""DALWHINNIE SINGLE MALT 15 YEAR"",""750 ML"",""15 YRS"",86,12,79.95,08/01/2020"
"""6935B"",,""HERRADURA ANEJO"",""750 ML"",,80,6,53.95,08/01/2020"
"""6936B"",,""OBAN SINGLE MALT"",""750 ML"",""14 YRS"",86,12,84.95,08/01/2020"
"""6937B"",,""LAGAVULIN SINGLE MALT 16 YEAR"",""750 ML"",""16 YRS"",86,12,91.95,08/01/2020"
"""6938B"",,""MACALLAN SINGLE MALT 18 YEAR"",""750 ML"",""18 YRS"",86,6,349.95,08/01/2020"
"""6940B"",,""MCCARTHY'S OREGON SINGLE MALT WHISKEY"",""750 ML"",,85,6,54.95,08/01/2020"
"""6942B"",,""GLEN MORAY 12 YEAR SINGLE SPEYSIDE MALT"",""750 ML"",""12 YRS"",80,6,49.95,08/01/2020"
"""6944B"",,""CRATER LAKE PEPPER VODKA"",""750 ML"",,80,12,19.95,08/01/2020"
"""6944E"",,""CRATER LAKE PEPPER VODKA"",""375 ML"",,80,12,12.95,08/01/2020"
"""6944F"",,""CRATER LAKE PEPPER VODKA"",""50 ML"",,80,96,2.00,08/01/2020"
"""6944H"",,""CRATER LAKE PEPPER VODKA"",""1.75 L"",,80,6,39.95,08/01/2020"
"""6947B"",,""JIM BEAM DEVIL'S CUT"",""750 ML"",,90,12,22.95,08/01/2020"
"""6954B"",,""EL CHARRO 100% BLUE AGAVE REPOSADO TEQLA"",""750 ML"",,80,12,23.95,08/01/2020"
"""6955B"",,""STOLICHNAYA ELITE IMPORTED VODKA"",""750 ML"",,80,6,49.95,08/01/2020"
"""6957B"",,""EL CHARRO 100% BLUE AGAVE SILVER TEQUILA"",""750 ML"",,80,12,23.95,08/01/2020"
"""6959B"",,""TRES COMAS ANEJO"",""750 ML"",,80,12,44.95,08/01/2020"
"""6960B"",,""BAKON VODKA"",""750 ML"",,70,6,24.95,08/01/2020"
"""6963B"",""@"",""THE WALTER COLLECTIVE NAVY GIN"",""750 ML"",,114,12,36.95,08/01/2020"
"""6965B"",""@"",""JOSE CUERVO TRADICIONAL ANEJO"",""750 ML"",,80,6,29.95,08/01/2020"
"""6968B"",,""BURNETT'S ORANGE CREAM FLAVORED VODKA"",""750 ML"",,70,12,7.95,08/01/2020"
"""6971B"",,""KNOB CREEK SINGLE BARREL RESERVE"",""750 ML"",,120,6,54.95,08/01/2020"
"""6974B"",,""EVAN WILLIAMS HONEY RESERVE"",""750 ML"",,70,12,12.95,08/01/2020"
"""6975B"",,""CIROC RED BERRY FLAVORED VODKA SPECIALTY"",""750 ML"",,70,12,35.95,08/01/2020"
"""6976B"",,""CIROC COCONUT FLAVORED VODKA SPECIALTY"",""750 ML"",,70,12,35.95,08/01/2020"
"""6977B"",,""NEW DEAL NUMBER 1 GIN"",""750 ML"",,90,12,28.95,08/01/2020"
"""6977F"",""@"",""NEW DEAL NUMBER 1 GIN"",""50 ML"",,90,120,4.00,08/01/2020"
